concept,label
truthAndJustice,truth and justice
truthAndJustice,truth and justice@
flesh,flesh
sacredWells,sacred wells
aBridalCouple,a bridal couple
aSecretToldToAnEnemyAndCausingRuin,a secret told to an enemy and causing ruin
aSecretToldToEveryone,a secret told to everyone
aSecretToldToNoOne,a secret told to no one
christSBetrayalAndPassion,Christ’s betrayal and Passion
conductorsOfSoulsToTheNextWorld,conductors of souls to the next world
divineSemenFallingToTheEarth,divine semen falling to the earth
fudoMyoo,Fudo-Myoo
goodAndEvilRespectively,good and evil respectively
heroicDeath,heroic death
insatiableDesireAndTheCeaselessFightAgainstIt,insatiable desire and the ceaseless fight against it
lambdaThetaNu,Lambda Theta Nu
link,link
nirrti,Nirrti
occasionallyNergal,occasionally Nergal
officialPower,official power
presageOfRain,presage of rain
spreadingOfTheTeachingOfLiberation,spreading of the teaching of liberation
theBerriesOfTheRudrakshaTree,the berries of the Rudraksha tree
theLiterarySpirit,the literary spirit
theMysticLinkBindingGodAndMan,the mystic link binding God and man
thePrerogativeOfPowerEspeciallyAShortPiece,the prerogative of power (especially a short piece)
theUnregenerateSoulTurnedIntoSpiritualPower,the unregenerate soul turned into spiritual power
theUpsAndDownsOfLife,the ups and downs of life
theWatersSurroundingTheWorldThatBindsHeavenAndEarth,the waters surrounding the world that binds heaven and earth
thunderAndLightningGods,thunder and lightning gods
usedByGodToDrawUpTheSoulsOfTheDead,used by God to draw up the souls of the dead
veilOfTheArkOfTheCovenant,veil of the Ark of the Covenant
vigilanceWatchingForEvil,vigilance watching for evil
vritra,Vritra
warlikeCharacter,warlike character
accessToOtherWorlds,access to other worlds
guardOfTheSteepleAtNightWhenTheBellsAreSilent,guard of the steeple at night when the bells are silent
hanging,hanging
lifeSChangingFortunes,life’s changing fortunes
muciusScaevola,Mucius Scaevola
mythicAscension,mythic ascension
pastGlory,past glory
suicide,suicide
theAscensionOfElijah,the ascension of Elijah
theGatesOfHeaven,the gates of heaven
vigilanceProducingPlenty,vigilance producing plenty
boils,boils
cramps,cramps
protectionFromWitches,protection from witches
protectionWhenHandlingTheDead,protection when handling the dead
warts,warts
amnioticWaters,amniotic waters
anExpectedMeeting,an expected meeting
aPlaceOfWorship,a place of worship
aPromoterOfSpiritualGrowth,a promoter of spiritual growth
apsu,Apsu
blindForcesOfChaos,blind forces of chaos
branstock,Branstock
caregiver,caregiver
christEspeciallyASplitWalnutTheOuterCasingBeingHisFleshTheHardShellTheWoodOfTheCrossAndTheKernelHisDivineNature,"Christ (especially a split walnut)— the outer casing being his flesh, the hard shell the wood of the Cross, and the kernel his divine nature"
cloelia,Cloelia
coitionEspeciallyBetweenASmallManAndALargeOverbearingWoman,"coition, especially between a small man and a large overbearing woman"
continuousGrowthAndFertility,continuous growth and fertility
creativeThought,creative thought
deathAndRegeneration,death and regeneration
dynamicForce,dynamic force
exotericWisdom,exoteric wisdom
expressionOfTheGodSIdeas,expression of the god’s ideas
formlessness,formlessness
guardiansOfChastityGrovesFountainsSpringsAndMountains,"guardians of chastity, groves, fountains, springs, and mountains"
hiddenRiches,hidden riches
hisVictoryOverWorldlyTemptations,his victory over worldly temptations
immenseIllogic,immense illogic
impliesTheOccupantSSuperiorPositionToThoseWhoAreStanding,implies the occupant’s superior position to those who are standing
infiniteDivineWisdom,infinite divine wisdom
ladyDeignToSmile,lady deign to smile
militaryDistinction,military distinction
multiplicityAndDissolution,multiplicity and dissolution
mysteryEspeciallyAHazelNut,mystery (especially a hazel nut)
personificationOfTheSky,personification of the sky
philemonAndBaucisRespectively,Philemon and Baucis respectively
pleasureOfTheWorld,pleasure of the world
soullessBeauty,soulless beauty
stClareOftenHoldingMonstranceOrCrozier,St. Clare (often holding monstrance or crozier)
theFeminineProductivePowersOfTheUniverse,the feminine productive powers of the universe
theFertilityOfNature,the fertility of nature
theHeavenlyHomeOfDemons,the heavenly home of demons
theIndependentAndFragmentaryCharacteristicsOfTheFeminineUnconscious,the independent and fragmentary characteristics of the feminine unconscious
theLureOfHeroicMadnessManifestedInEroticOrWarlikeFeats,the lure of heroic madness manifested in erotic or warlike feats
theNaturalStateOfMan,the natural state of man
thoughtToHaveBeenAnAphrodisiacAnAbortive,"thought to have been an aphrodisiac, an abortive"
ladyGodiva,Lady Godiva
license,license
plaintiveness,plaintiveness
stClare,St. Clare
theHigherVirtues,the higher virtues
rinaldoAndArmida,Rinaldo and Armida
syrinx,syrinx
syrinx,Syrinx
aLostSoul,a lost soul
ancientSeaVoyages,ancient sea voyages
animosity,animosity
bloodOfIsisStoneOfAugust,"blood of Isis, stone of August"
boats,boats
celestialMilkOfTheMotherGoddess,celestial milk of the mother goddess
clarification,clarification
aCleansingAgent,a cleansing agent
brightness,brightness
connectedWithSleep,connected with sleep
creativeBreath,creative breath
earthlyNature,earthly nature
fruitlessLabor,fruitless labor
funeralShrouds,funeral shrouds
lifeFluidBloodSemen,"life fluid (blood, semen)"
literaryWit,literary wit
lotSWife,Lot’s wife
messageFromTheSoulOfALostComradeGoodWeatherIfItRisesBadWeatherIfItLowers,"message from the soul of a lost comrade — good weather if it rises, bad weather if it lowers"
piquancy,piquancy
rectification,rectification
sailboats,sailboats
ships,ships
spiritualDiscernment,spiritual discernment
ssJeromeBruno,"SS Jerome, Bruno"
substituteForWaterInAblutions,substitute for water in ablutions
theActualPresenceOfStElmo,the actual presence of St. Elmo
theBodyUnitingSpiritAndSoulActiveAndPassive,"the body uniting spirit and soul, active and passive"
theComingOfChristInTheEucharist,the coming of Christ in the Eucharist
theDescendentsOfAbraham,the descendents of Abraham
theIncorruptibleSpirit,the incorruptible Spirit
thePresenceOfTheReservedSacrament,the presence of the reserved sacrament
theSpurToAction,the spur to action
treeOfLifeTheMirrorOfAmaterasuTheHoliestOfAllTrees,"Tree of Life, the mirror of Amaterasu, the holiest of all trees"
youAreAProphet,you are a prophet
aCardinal,a cardinal
exoticism,exoticism
spiritualRegeneration,spiritual regeneration
stDemetrius,St. Demetrius
theFixed,the fixed
venture,venture
spiritualWholeness,spiritual wholeness
theWidowSMite,the Widow’s Mite
yearning,yearning
aPauseInTime,a pause in time
barbarianism,barbarianism
bone,bone
deadlyFortune,deadly fortune
deifiedRomanEmperors,deified Roman emperors
demigods,demigods
divineEnergy,divine energy
extinctionOfTheEgoWithinTheSelf,extinction of the Ego within the Self
homeOfTheMoonTheMilkyWayTexctlipoca,"home of the moon, the Milky Way, Texctlipoca"
homeOfTheWorldMountainHomeOfTheSupremeDeity,"home of the World Mountain, home of the supreme deity"
humans,humans
laidTheCosmicEggFromWhichTheSunWasHatched,laid the Cosmic Egg from which the sun was hatched
landOfTheDead,land of the dead
lightAtItsFullest,light at its fullest
noteThatInTheEasternChurchTheNimbusOriginallySignifiedPowerAndAsSuchMightBePartOfRepresentationsOfSatan,"note that in the Eastern church, the nimbus originally signified power and as such might be part of representations of Satan"
oneWhoIsReadyToUndergoTransformationOrChange,one who is ready to undergo transformation or change
overseerOfCleansingTransformation,"overseer of cleansing, transformation"
thatWhichDoesNotChange,that which does not change
theBlackTortoise,the Black Tortoise
theEagle,the eagle
theFurthestBoundsOfTheUniverse,the furthest bounds of the universe
theHighPointOfExistence,the high point of existence
theHomeOfTheGods,the home of the gods
theNineDaysOfTheAncientEgyptianWeek,the nine days of the ancient Egyptian week
theOppositeOfDarkness,the opposite of darkness
thePierides,the Pierides
theRegionOfLucifer,the region of Lucifer
theSeventhHeaven,the seventh heaven
theVitalForceOfWisdom,the vital force of wisdom
theZenithOfSpiritualLight,the zenith of spiritual light
togetherPunishmentAndPrideRespectively,"together punishment and pride, respectively"
toMiddleAgeInMan,to middle age in man
transcendentalLightOfKnowledge,transcendental light of knowledge
unrighteousness,unrighteousness
waterCreatures,water creatures
alsoOfSsHelena,also of SS Helena
anEroticBondEspeciallyOnFemales,an erotic bond (especially on females)
basePassions,base passions
bernard,Bernard
childOfDarkness,child of darkness
christSCrucifixionEarlyUseWasFourNails,Christ’s crucifixion (early use was four nails
communicationOfTheSoulWithTheBody,communication of the soul with the body
cosmicAndSocialTiesAndBonds,cosmic and social ties and bonds
darkSideOfThePersonality,dark side of the personality
distinguishedNavalService,distinguished naval service
earlyStagesOfTransformation,early stages of transformation
extrasensoryPerception,extrasensory perception
freedomFromWorldlyTaint,freedom from worldly taint
fujian,Fujian
hasASexualAndPhallicConnotation,has a sexual and phallic connotation
later,later
luckyOmenForTheComingYear,lucky omen for the coming year
nine,nine
orderFromChaos,order from chaos
passiveReceptivity,passive receptivity
producerOfMadness,producer of madness
psycheStandingOverErosCupid,Psyche standing over Eros/Cupid
revengePersonified,Revenge personified
sacredToDemeterCeresHadesPlutoNarcissusNemesisInvidiaSeleneLuna,"sacred to Demeter/Ceres, Hades/Pluto, Narcissus, Nemesis/Invidia, Selene/Luna"
sharesInTheSymbolismOfNarcissusInMythology,shares in the symbolism of Narcissus in mythology
silentPurity,silent purity
skyGoddesses,sky goddesses
spiritualAspirations,spiritual aspirations
theBronzeAge,the Bronze Age
theCosmic,the cosmic
theDeepestLayersOfTheSoul,the deepest layers of the soul
theEarlyStageOfTransformation,the early stage of transformation
theEndOfTheWorld,the end of the world
theInnocentSoul,the innocent soul
thePrimitiveAndEmotionalSelf,the primitive and emotional self
thePrimordialOcean,the primordial ocean
theRescueOfAngelica,the rescue of Angelica
theSecondChakraLeydigCells,the second chakra (Leydig cells)
theSoulBeforeEnteringOnThePathOfSpiritualEvolution,the soul before entering on the path of spiritual evolution
threeNailsBecameCustomary,three nails became customary)
triumphOfDivineLoveOverWorldlinessAndTheTriumphOfSacrificeOverSelfishness,triumph of divine love over worldliness and the triumph of sacrifice over selfishness
trophyOfWar,trophy of war
unificationOfDiversity,unification of diversity
violentLove,violent love
purifiedEmotions,purified emotions
aHeretic,a heretic
allowsTruthToBeDistinguishedFromFalsity,allows truth to be distinguished from falsity
anAlehouse,an alehouse
anOmenOfDisaster,an omen of disaster
aSacredPerson,a sacred person
beautyAndProsperity,beauty and prosperity
tengu,tengu
deficit,deficit
dynamicActivity,dynamic activity
ensuresTheContinuanceOfTheSpecies,ensures the continuance of the species
firstStepInIntimacy,first step in intimacy
georgeOfCappadocia,George of Cappadocia
harbingerOfStorms,harbinger of storms
indicationOfTheActivityOfWitches,indication of the activity of witches
infiniteSacredVirtuesOfTheHeartOfBuddha,infinite sacred virtues of the heart of Buddha
intelligenceAndWillOfTheDriver,intelligence and will of the driver
midSummer,mid-Summer
orderOfTheBath,Order of the Bath
prakti,Prakti
pureAndArdentLove,pure and ardent love
pureAndLovely,pure and lovely
reintegrationInAHigherForm,reintegration in a higher form
releasingPureForcesAfterOvercomingEvil,releasing pure forces after overcoming evil
renouncingRightsOfficeBeliefs,"renouncing rights, office, beliefs"
reservedForTheDead,reserved for the dead
secondPrize,second prize
signThatOneAcknowledgesAnotherSOwnership,sign that one acknowledges another’s ownership
ssUrsula,SS Ursula
stoneForA16ThWeddingAnniversary,stone for a 16th wedding anniversary
thePowersOfLight,the powers of light
theRelationshipBetweenSoulAndBody,the relationship between soul and body
theSelfContainedInTheUnconsciousS,the self contained in the unconscious s
theSoulSeparatedFromTheDivineAndTheYearningToReturnToIt,the soul separated from the Divine and the yearning to return to it
theTemporalPhenomenalWorld,"the temporal, phenomenal world"
theTwoWarmSeasons,the two warm seasons
unpatronizedMerit,unpatronized merit
wordsOfIllOmen,words of ill omen
youAreYoungAndBeautiful,you are young and beautiful
protectionFromAnAcheri,protection from an acheri
socialism,socialism
willpower,willpower
wickedThoughts,wicked thoughts
aFemaleSMaleSoul,a female’s male soul
aSharpTongue,a sharp tongue
castingOutOfDevils,casting out of devils
aJew,a Jew
defensiveStewardship,defensive stewardship
dialectics,Dialectics
divineChastisement,divine chastisement
encouragementAgainstSpiritualLaxityOrInertia,encouragement against spiritual laxity or inertia
formOfPenanceTorture,"form of penance, torture"
gervase,Gervase
guardiansOfTheGatewayOfTheSunTheMountainsOfTheEastTheTwinGates,"guardians of the Gateway of the Sun, the Mountains of the East, the Twin Gates"
hedetet,Hedetet
isisUsuallySevenScorpions,Isis (usually seven scorpions)
mischiefAndDiscord,mischief and discord
oftenCrossed,often crossed)
oldTestamentPentecost,Old Testament Pentecost
punishmentForDebtors,punishment for debtors
retaliation,retaliation
selket,Selket
serket,Serket
sometimesTwoScourgesWithABeehive,sometimes two scourges with a beehive)
ssAmbroseUsuallyWithThreeKnots,SS Ambrose (usually with three knots
stJohnAtTheApocalypse,St. John at the Apocalypse
surgeryEspeciallyClitoridectomy,surgery (especially clitoridectomy)
surgicalBloodletting,surgical bloodletting
taBitjet,Ta-Bitjet
theDarknessFaithWasEnvelopedInBeforeChrist,the darkness faith was enveloped in before Christ
theDeathOfOrion,the death of Orion
thePassionOfChristUsuallyTwo,the Passion of Christ (usually two
thePersonificationsOfEnvy,the personifications of Envy
tightness,tightness
unbendingPride,unbending pride
literature,literature
roughness,roughness
sexualActivity,sexual activity
ssGregoryTheGreat,SS Gregory the Great
theAgrippineSibyl,the Agrippine sibyl
plutoDwarfPlanet,Pluto (dwarf planet)
aLamia,a lamia
aralu,Aralu
damballa,Damballa
deceitPersonified,Deceit personified
evilLightFromDarkPlaces,evil light from dark places
kauket,Kauket
locationOfAmenti,location of Amenti
menorah,Menorah
nagini,Nagini
newSowing,new sowing
ningizzida,Ningizzida
primevalPowerDirectedToEvilEnds,primeval power directed to evil ends
promotesLongevity,promotes longevity
pullTheChariotOfTheSun,pull the chariot of the sun
theAbgal,the Abgal
theCenterOfTheRoundOfExistence,the center of the Round of Existence
theDegreesOrStagesOfInitiation,the degrees or stages of initiation
theDifficultyOfAttainingWisdom,the difficulty of attaining wisdom
theDyingSunGodAndNidaba,the Dying Sun god and Nidaba
theGoddessesWhoDroveOutTheEnemiesOfRa,the goddesses who drove out the enemies of Ra
theGradesOfAscensionForTheInitiate,the grades of ascension for the initiate
theMajorPlanets,the major planets
theMiraclesOfAaron,the miracles of Aaron
theSevenAttributesOfGod,the seven attributes of God
theSevenCosmicStages,the seven cosmic stages
theSevenDegreesOfInitiationAndInvocation,the seven degrees of initiation and invocation
theSevenEarlyChristianChurchesOfAsiaMinor,the seven early Christian churches of Asia Minor
theSevenEarlyChurches,the seven early churches
theSevenOfferingsForAnHonoredGuest,the seven offerings for an honored guest
theSevenPlanetsGoverningAMillennium,the seven planets governing a millennium
theSevenPlanetsKnownToTheAncientsTheSevenToneMusicalScale,"the seven planets known to the ancients, the seven tone musical scale"
theTemptationOfChrist,the Temptation of Christ
tonic,tonic
erichthonius,Erichthonius
humanWisdom,human wisdom
prototypeOfChristRaisedOnTheTreeOfLife,prototype of Christ raised on the Tree of Life
theChakras,the chakras
theFallOfJericho,the fall of Jericho
ACowardWhoHectors,a coward who hectors
buddhaRulingTheWorld,Buddha ruling the world
conflictBetweenHeavenAndHell,conflict between heaven and hell
controlsTheDeepSeas,controls the deep seas
demeterCeresAndHerPriestesses,Demeter/Ceres and her priestesses
demeterCeresAndHerPriestessesRespectively,Demeter/Ceres and her priestesses respectively
desireForKnowledge,desire for knowledge
goddessesOfCrete,goddesses of Crete
guardiansOfTheLaw,guardians of the Law
hecateOps,"Hecate, Ops"
higherConsciousnessFightingLowerDesiresRespectively,higher consciousness fighting lower desires respectively
kirttimukha,Kirttimukha
language,language
mycenae,Mycenae
nergalAsGodOfTheSunAndTheUnderworld,Nergal as god of the sun and the underworld
newInitiatedBodhisattva,new initiated Bodhisattva
rheaTycheFortuna,"Rhea, Tyche/Fortuna"
sekmet,Sekmet
theManInMarriage,the man in marriage
thePowerOfManifestation,the power of manifestation
theQueenOfFlowers,the Queen of Flowers
theSunOvercomingWinter,the sun overcoming Winter
theWomanInMarriage,the woman in marriage
thrace,Thrace
unionOfTheIntellectWithPhysicalPower,union of the intellect with physical power
unionWithoutLossOfIdentity,union without loss of identity
earthGoddesses,earth goddesses
higherConsciousnessFightingLowerDesires,higher consciousness fighting lower desires
northeast,Northeast
tefnut,Tefnut
templeGuardian,temple guardian
theMomentOfDeath,the moment of death
theSouthWind,the South wind
virginWarriorGoddesses,virgin warrior goddesses
loveGoddesses,love goddesses
phrygia,Phrygia
shehbui,Shehbui
astralProjection,astral projection
introversion,introversion
aidToChildbirth,aid to childbirth
aJourneyInUnderstanding,a journey in understanding
aPortent,a portent
beautyAnticipatingDecline,beauty anticipating decline
cohesionOfAllThingsInExistence,cohesion of all things in existence
creativeIntercourseBetweenTheElements,creative intercourse between the elements
divinePowerOrAnger,divine power or anger
extendedPeaceOrHappiness,extended peace or happiness
fallingIntoSin,falling into sin
goodHiddenUnderEvil,good hidden under evil
heraldOfDivineRevelation,herald of divine revelation
howOneControlsOneSLife,how one controls one’s life
intellectualExcellence,intellectual excellence
losingSightOfSpiritualAscensionThroughOneSOwnFault,losing sight of spiritual ascension through one’s own fault
mentalOrEmotionalTurmoil,mental or emotional turmoil
metaphorForGod,metaphor for God
nommo,Nommo
omenOfUnfavorableChange,omen of unfavorable change
omenOfWar,omen of war
passionsOfTheSoul,passions of the soul
perfectExcellence,perfect excellence
psychicDisruption,psychic disruption
rewardedEffort,rewarded effort
ripening,ripening
theConquestOfTheSpiritOverTheHeart,the conquest of the spirit over the heart
theDevilInFemaleForm,the devil in female form
theFiveDhyaniBuddhas,the five dhyani Buddhas
theGoodWorksOfTheRighteous,the good works of the righteous
theGuardOnTheBridgeToTheUnderworld,the guard on the bridge to the underworld
theHumblenessOfTheTrulySpiritual,the humbleness of the truly spiritual
theJewIsRebellionPersonified,the Jew is Rebellion personified
thePillarWhereChristWasScourged,the pillar where Christ was scourged
thePlanesOfExistence,the planes of existence
theRiverOfOblivionInHades,the river of oblivion in Hades
theSuddenInroadsOfTheUnconscious,the sudden inroads of the unconscious
unleashingOfCreativeActivity,unleashing of creative activity
warWithinOneself,war within oneself
aSignOfACruelHusband,a sign of a cruel husband
bondslaves,bondslaves
boundlessLife,boundless life
christSGarmentAtTheCrucifixion,Christ’s garment at the Crucifixion
christSOvercomingEvil,Christ’s overcoming evil
deathOfTheOldYear,death of the old year
divineInstruction,divine instruction
elementalLife,elemental life
eternalLifeSecretThePowerOfTheSupernatural,eternal life secret the power of the supernatural
fortunatus,Fortunatus
hornsDownTheUpperWatersTheRainbow,"horns down the Upper Waters, the rainbow"
lifeAsAnInfirmity,life as an infirmity
maternalFertility,maternal fertility
occasionallyDemeterCeres,occasionally Demeter/Ceres
oyandoneTheEastWind,"Oyandone, the East Wind"
primevalFood,primeval food
purityUnityDivinity,"purity, unity, divinity"
questForLifeImmortalityEnlightenmentParadiseTheHolyGrail,"quest for life, immortality, enlightenment, Paradise, the Holy Grail"
renewedHopesForRebirth,renewed hopes for rebirth
satanTemptingChrist,Satan tempting Christ
searchForRedemptionTheSpiritualCenterParadiseSalvation,"search for redemption, the spiritual Center, Paradise, salvation"
stCyril,St. Cyril
stilledEmotions,stilled emotions
supremeDeityOrTheEarthlyRepresentativeThereof,supreme deity or the earthly representative thereof
theAttemptedPoisoningOfStJohn,the attempted poisoning of St. John
theDifferentWorlds,the different worlds
theMaleFemaleRelationship,the male-female relationship
theOmnipresenceOfSin,the omnipresence of sin
thePersonificationsOfSummer,the personifications of Summer
thePurestPartOfAnIndividualOrOfOneSBeing,the purest part of an individual or of one’s being
theSearchForSpiritualEvolution,the search for spiritual evolution
theSpreadOfSin,the spread of sin
unionOfTheMaleAndTheFemale,union of the male and the female
weaponOfPeasants,weapon of peasants
dauntlessnessAtSea,dauntlessness at sea
theInexorableMarchOfTime,the inexorable march of time
attributeOfAFreeManOrWoman,attribute  of a free man or woman
endOfTheWorld,end of the world
exoticismAtLeastInTheWest,"exoticism, at least in the West"
initiationIntoAdulthood,initiation into adulthood
johnDonne,John Donne
livingToTranscendExistence,living to transcend existence
naglfar,Naglfar
royaltyEspeciallyGoldenShoes,royalty (especially golden shoes)
savior,savior
smallness,smallness
sOftenACharacteristicOfSunDeities,s often a characteristic of sun deities
stJohnSShroudUsuallyHeldByStGregoryTheGreat,St. John’s shroud (usually held by St. Gregory the Great)
stMaryOfCleophus,St. Mary of Cleophus
stWilfred,St. Wilfred
theBurningBushOfMoses,the Burning Bush of Moses
theConductorOfSoulsToTheLandOfTheDead,the conductor of souls to the land of the dead
theNomad,the nomad
thePersonificationsOfHope,the personifications of Hope
thePrimordialSoundOfCreation,the primordial sound of creation
theRobeOfLightForResurrection,the robe of light for resurrection
theRusticLover,the rustic lover
theSeatOfStrengthAndViolence,the seat of strength and violence
theSunChariot,the sun chariot
tragicFortune,tragic fortune
zebulun,Zebulun
hopeOfAFruitfulHarvest,hope of a fruitful harvest
instrumentOfCastration,instrument of castration
sails,sails
saturnMythology,Saturn (mythology)
theseus,Theseus
eurydice,Eurydice
aBhutCastsNoShadow,a bhut casts no shadow
aBishopAbbotOrAbbess,"a bishop, abbot, or abbess"
aDiminishedLifeOfSilence,a diminished life of silence
aGhost,a ghost
amynos,Amynos
aProtector,a protector
aReminderOfBurntOfferingsAndOfTheAncientGloryOfTheTemple,a reminder of burnt offerings and of the ancient glory of the Temple
capturingHisStrengthPowers,"capturing his strength, powers"
aDepartedSoul,a departed soul
alphaGammaRho,Alpha Gamma Rho
connectedWithParchment,connected with parchment
diploma,diploma
existenceBetweenTheSoulAndTheBody,existence between the soul and the body
garbOfGhosts,garb of ghosts
ghostsHaveNoShadows,ghosts have no shadows
godSBounty,God’s bounty
godSPresence,God’s presence
guardianOfAncientWisdom,guardian of ancient wisdom
halfTruth,half-truth
josephSDream,Joseph’s dream
judith,Judith
juliusCaesar,Julius Caesar
magos,Magos
manliusTorquatus,Manlius Torquatus
oldTestamentFeastOfThePentecost,Old Testament Feast of the Pentecost
perseusWithMedusaSHead,Perseus with Medusa’s head
preparationForReceptionOfNewThoughtsEmotionsOrIdeas,"preparation for reception of new thoughts, emotions, or ideas"
preservationPersonified,Preservation personified
reductionOfTheManyIntoOne,reduction of the many into one
riddingOneselfOfOldThoughtsEmotionsIdeas,"ridding oneself of old thoughts, emotions, ideas"
sail,sail
sharedAndUnitedLife,shared and united life
theBaseAndTheVile,the base and the vile
theDivineMother,the Divine Mother
theEvilOrBaseSideOfTheSelf,the evil or base side of the self
theFemaleElementInAllBeing,the female element in all being
theIncompletelyRevealed,the incompletely revealed
theKingIsOttoIii,the king is Otto III
theNegativePrinciple,the negative principle
thePrimitiveSideOfAnIndividual,the primitive side of an individual
theSacrificialLamb,the sacrificial lamb
theSevenArchangels,the seven archangels
theSevenVirtuesFaithHopeCharityTemperancePrudenceFortitudeJusticeTheseMayBeIdentifiedByTheirAttributesGlobeSerpentScales,"the seven virtues (faith, hope, charity, temperance, prudence, fortitude, justice— these may be identified by their attributes— globe, serpent, scales)"
tomyris,Tomyris
tomyrisWithTheHeadOfCyrus,Tomyris with the head of Cyrus
aThunderbolt,a thunderbolt
bed,bed
farmhouse,FarmHouse
theGoodShepherd,the Good Shepherd
theIronAge,the Iron Age
theSilverAgePersonified,the Silver Age personified
envyPersonified,Envy personified
aGreatHunter,a great hunter
aKyLin,a ky-lin
anIndicationOfTheHolinessOfAPersonStillLiving,an indication of the holiness of a person still living
anInhabitantOfTheNorthernContinent,an inhabitant of the Northern Continent
aPersonHonoredWhileStillLiving,a person honored while still living
aPilgrimToSantiago,a pilgrim to Santiago
aScoutInTheRevolutionaryWar,a scout in the Revolutionary War
christSPowerOverSatan,Christ’s power over Satan
churches,churches
cowboys,cowboys
deathForAVampire,death for a vampire
desireToPlease,desire to please
earthlyProtection,earthly protection
fightingSpirit,fighting spirit
frustratedAnger,frustrated anger
heavenlyMeditation,heavenly meditation
hoarding,hoarding
hopeInAdversity,hope in adversity
knightlyDignity,knightly dignity
loverOfTheWoods,lover of the woods
medb,Medb
mosesAndAaronBeforePharaoh,Moses and Aaron before Pharaoh
newLifeSpringingFromTheOld,new life springing from the old
ornamentsOfTheDharma,ornaments of the dharma
qualification,qualification
ratatosk,Ratatosk
reshep,Reshep
sahGod,Sah (god)
serviceAsAnImportantMessenger,service as an important messenger
spiritualVision,spiritual vision
stimulusToAction,stimulus to action
stWilfrid,St. Wilfrid
sylvanRetirement,sylvan retirement
theBlessingOfGod,the blessing of God
theEarthPlane,the earth plane
theIncarnationOfWickednessLawBreakingRavishingOfWomen,"the incarnation of wickedness, law-breaking, ravishing of women"
theInclinationToTrustTheFleshRatherThanTheSpirit,the inclination to trust the flesh rather than the spirit
theOrderOfThingsInTheCosmos,the order of things in the cosmos
thePrescribedMethodForKillingAVampire,the prescribed method for killing a vampire
theStrivingOfTheHolySpirit,the striving of the Holy Spirit
willingnessToPressForward,willingness to press forward
earthAndHeavenRespectively,earth and heaven respectively
forethought,forethought
nailingTheSoulInAParticularPlace,nailing the soul in a particular place
ravana,Ravana
aLoudColor,a loud color
anAdulterer,an adulterer
andTheater,and theater
armor,armor
building,building
containsThePowerOfAPerson,contains the power of a person
eternalRenewal,eternal renewal
fantasticExtravagance,fantastic extravagance
frenchKings,French kings
generalVirtueAndMerit,general virtue and merit
generativePowerOfLife,generative power of life
huntsmen,huntsmen
joys,joys
jurisprudence,jurisprudence
makingAChildSoUglyOrUnrecognizableThatThePossessingAbikuWouldLeaveHim,making a child so ugly or unrecognizable that the possessing abiku would leave him
modestyPersonified,Modesty personified
moralOrCosmicInferiority,moral or cosmic inferiority
muslimCountries,Muslim countries
mutualLove,mutual love
phiKappaSecondary,Phi Kappa (secondary)
powerfulEmotions,powerful emotions
priestessesOfGreatMotherCults,priestesses of Great Mother cults
principalities,Principalities
prostitute,prostitute
romanConsuls,Roman consuls
signifyingTemperance,signifying Temperance
spiritualDefense,spiritual defense
steadyDrinking,steady drinking
stLouisOfToulouseOftenAlsoWithCrown,St. Louis of Toulouse (often also with crown)
stSimonStock,St. Simon Stock
sunbeamingEyes,sunbeaming eyes
theCreationAndRevivalOfLife,the creation and revival of life
theFilthOfTheEarth,the filth of the earth
theInferiorContinuingInTheSuperior,the inferior continuing in the superior
theLadybug,the ladybug
theMockingOfChrist,the mocking of Christ
theMockRoyalRobeGivenToChrist,the mock royal robe given to Christ
thePastContinuingInThePresent,the past continuing in the present
thePathOfTheSun,the path of the sun
theShriners,the Shriners
theYokeOfChrist,the yoke of Christ
triumphantGenerals,triumphant generals
waterAndTheUnderworld,water and the underworld
womanOfLooseMorals,woman of loose morals
englishKings,English kings
stLydia,St. Lydia
aChildSSoul,a child’s soul
acquiredPossessionsToBePreservedAndEnlarged,acquired possessions to be preserved and enlarged
alphaGammaKappa,Alpha Gamma Kappa
aLuckyCoin,a lucky coin
aWoman,a woman
chiOmega,Chi Omega
coatlicue,Coatlicue
communicationToHeaven,communication to heaven
EspeciallyTheLotusTheMacrocosm,(especially the lotus) the macrocosm
connectedWithCoition,connected with coition
deathOfWinterAndTheBirthOfTheCreativeLifeForce,death of Winter and the birth of the creative life force
deliberation,deliberation
emergenceOfSexualPower,emergence of sexual power
giverOfPropheticDreams,giver of prophetic dreams
impendingPunishment,impending punishment
omen,omen
oneWhoHasCrossedTheThresholdOfLifeAndLearnedTheWisdomOfTheBeyond,one who has crossed the threshold of life and learned the wisdom of the Beyond
oneWhoHasCrossedTheThresholdOfLifeAndLearnedTheWisdomOfTheOtherWorld,one who has crossed the threshold of life and learned the wisdom of the other world
opportunityForTheSoulToLeaveTheBody,opportunity for the soul to leave the body
refersToTheLegendThatTheCrossRestedUponTheBonesOfAdam,refers to the legend that the Cross rested upon the bones of Adam
reminderOfMortality,reminder  of mortality
retreat,retreat
subjectionToLowerNature,subjection to lower nature
susceptibilityToEvil,susceptibility to evil
theAcquisitionOfImmortality,the acquisition of immortality
theActiveMasculinePrinciple,the active masculine principle
theBeneficentAspectOfSerpentsAndReptiles,the beneficent aspect of serpents and reptiles
theBerryOfTheBlackthorn,the berry of the blackthorn
