concept,label
power,Power
power,Power
power,Power
sacredToOdin,sacred to Odin
security,security
selfishness,selfishness
shelter,shelter
south,South
southDakota,South Dakota
speed,speed
speed,Speed
ssEustace,SS Eustace
strength,strength
strength,Strength
stubbornness,stubbornness
stupidity,stupidity
stupidity,Stupidity
theAscensionOfChrist,the Ascension of Christ
theBitternessOfBondage,the bitterness of bondage
theBodyOfChrist,the body of Christ
theBodyOfChrist,the Body of Christ
theDevil,the devil
theDevil,the Devil
theEarth,the earth
theEarth,the Earth
theHeavens,the heavens
theMuses,the Muses
thePsyche,the psyche
theSelf,the self
theSelf,the Self
theSpirit,the spirit
theSpirit,the Spirit
theUnconscious,the unconscious
tradition,tradition
resurrection,resurrection
rhea,Rhea
sobriety,sobriety
soma,soma
soma,Soma
sovereignty,sovereignty
ssBernardOfClairvaux,SS Bernard of Clairvaux
temptation,temptation
theChurch,the Church
theFaithful,the faithful
thePapacy,the papacy
theSoul,the soul
thrift,thrift
thrift,thrift
virginity,virginity
wealth,wealth
aDesertedWife,a deserted wife
aLunarYinAnimal,a lunar yin animal
aMandarin,a mandarin
ancientMysteriesWisdomEnlightenment,"ancient mysteries, wisdom, enlightenment"
anyBinaryFunctionGoodEvilLifeDeath,"any binary function, good/evil, life/death"
archetypeOfTheJourneyOfLife,archetype of the journey of life
associatedSupernaturalPowers,associated supernatural powers
accusation,accusation
cronusSaturn,Cronus/Saturn
equivalentTo2,equivalent to -2
falseAllurement,false allurement
fireAndWaterRespectively,"fire and water, respectively"
forecasterOfWeather,forecaster of weather
highPriestess,High Priestess
immatureWordsIdeas,"immature words, ideas"
inquisition,inquisition
intuitiveConviction,intuitive conviction
judicialCourts,judicial courts
loveMaking,love making
mirage,mirage
moritasgus,Moritasgus
obediencePersonified,Obedience personified
occasionalRomanNumeralFor300,occasional Roman numeral for 300
overwhelmingForces,overwhelming forces
punishmentFromGod,punishment from God
steedOfAvaricePersonified,steed of Avarice personified
suddenLossOfControl,sudden loss of control
theEarthLevelInThePlanesOfExistence,the earth level in the planes of existence
theEquilibriumOfOpposites,the equilibrium of opposites
theFourthDegree,the fourth degree
theKshatriyaCaste,the Kshatriya caste
theLostParadise,the lost Paradise
theSixthDegree,the sixth degree
theSolitaryLife,the solitary life
thouArtAllThatIsLovely,thou art all that is lovely
aggression,aggression
agni,Agni
amusement,amusement
androgyny,androgyny
austria,Austria
austriaHungary,Austria-Hungary
christ,Christ
clumsiness,clumsiness
constancy,constancy
cooperation,cooperation
death,death
death,Death
deceit,deceit
deceit,Deceit
economy,economy
elisha,Elisha
emotion,emotion
enemyOfTheSunGod,enemy of the sun god
equality,equality
equilibrium,equilibrium
ferocity,ferocity
fertility,fertility
harmony,harmony
helios,Helios
hermesMercury,Hermes/Mercury
hostility,hostility
humility,humility
humility,Humility
impartiality,impartiality
independence,independence
introspection,introspection
issachar,Issachar
judgment,judgment
judgment,Judgment
justicePersonified,Justice personified
kannakiAmman,Kannaki Amman
laziness,laziness
libra,Libra
lifeForce,life force
lifeForce,life-force
luckyOmen,lucky omen
melancholy,melancholy
melancholy,Melancholy
melchizedek,Melchizedek
mischief,mischief
painting,painting
pattini,Pattini
peasants,peasants
playfulness,playfulness
protectionFromOneSEmotionsOrEnvironment,protection from one’s emotions or environment
ssBlandina,SS Blandina
theKingdomOfPersia,the Kingdom of Persia
theKingdomOfPersia,the Kingdom of Persia
theSheBearAtlaWasTheFemininePrincipleAndTheHeBearAtliWasTheMasculinePrinciple,"the she-bear Atla was the feminine principle, and the he-bear Atli was the masculine principle"
theTransformingPowerOfChristianity,the transforming power of Christianity
theWarriorCaste,the warrior caste
age,age
atalanta,Atalanta
benevolence,benevolence
bravery,bravery
bravery,bravery
clumsiness,clumsiness
crudity,crudity
cruelty,cruelty
cunning,cunning
cunning,Cunning
danger,danger
deathOmen,death omen
deathOmen,death omen
divineMessenger,divine messenger
fortitude,fortitude
fortitude,Fortitude
gall,gall
gall,Gall
gluttonyPersonified,Gluttony personified
goodOmen,good omen
honor,honor
immortality,immortality
instincts,instincts
manhood,manhood
martyrdom,martyrdom
melancholy,melancholy
melancholy,Melancholy
moonGoddesses,moon goddesses
nobility,nobility
nobility,nobility
obstacle,obstacle
oldAge,old age
power,power
power,Power
powersOfTheUnderworld,powers of the underworld
russia,Russia
sacredToThor,sacred to Thor
satan,Satan
selfRestraint,self-restraint
silliness,silliness
solitariness,solitariness
sovereignty,sovereignty
stNicholasOfMyra,St. Nicholas of Myra
strength,strength
strength,strength
strength,Strength
strength,Strength
stubbornness,stubbornness
supernaturalPower,supernatural power
temporalPower,temporal power
tenacity,tenacity
theArchangelSamael,the archangel Samael
theDevil,the devil
theDevil,the devil
theDevil,the Devil
theDevil,the Devil
theMoon,the moon
theMoon,the Moon
thePassageOfTime,the passage of time
theTerribleMother,the Terrible Mother
triviality,triviality
ugliness,ugliness
velesGod,Veles (god)
violence,violence
virility,virility
virtue,virtue
virtue,Virtue
voluptuousness,voluptuousness
wisdom,wisdom
wisdom,wisdom
wisdom,Wisdom
wisdom,Wisdom
euphemia,Euphemia
euphemia,Euphemia
evil,evil
evil,evil
omniscience,omniscience
omniscience,omniscience
strength,strength
strength,strength
strength,strength
strength,strength
strength,strength
strength,Strength
strength,Strength
strength,Strength
strength,Strength
strength,Strength
actionAgainstMaleficentPowers,action against maleficent powers
aggressiveMilitarism,aggressive militarism
aidsTheGrowthOfCrops,aids the growth of crops
baseForcesOfNatureSubjugatedAndTranscended,base forces of nature subjugated and transcended
childhoodPlay,childhood play
theMoon,the moon
theMoon,the moon
theMoon,the Moon
theMoon,the Moon
thePersonificationsOfFaith,the personifications of Faith
theSpirit,the spirit
theSpirit,the Spirit
transparency,transparency
truth,truth
truth,Truth
truthfulness,truthfulness
truthfulness,truthfulness
vulva,vulva
water,water
water,Water
wisdom,wisdom
wisdom,Wisdom
achillesVictoryOverHector,Achilles’ victory over Hector
Aldi,Ḫaldi
artificialOrConstructedObjects,artificial or constructed objects
changeInTheWorldOfPhenomena,change in the world of phenomena
GreenCornChangingToTheYellowCornOfTheHarvest,green corn changing to the yellow corn of the harvest
UsuallyWithGreenLeavesAndFourRosesAdmiration,(usually with green leaves and four roses) admiration
aribada,Aribada
aribada,Aribada
artemisDiana,Artemis/Diana
conveyanceOfTheFaithfulToHeaven,conveyance of the faithful to heaven
desireForImmediateFruitsOfAnActionAsAnImpedimentToMoralProgress,desire for immediate fruits of an action as an impediment to moral progress
eternityPersonified,Eternity personified
hadesPluto,Hades/Pluto
hephaestusVulcan,Hephaestus/Vulcan
heraJuno,Hera/Juno
poseidonNeptune,Poseidon/Neptune
sacrifice,sacrifice
savitri,Savitri
theBeingInManifestation,the being in manifestation
theHeartEspeciallyWhenFilledWithWine,the heart (especially when filled with wine)
theSacrificeOfChristUponTheCross,the sacrifice of Christ upon the cross
theVehicleOfAllSunGods,the vehicle of all sun gods
theVehicleOfFortunePersonified,the vehicle of Fortune personified
theVehicleOfTheSoulInAStateOfTravail,the vehicle of the soul in a state of travail
theYouthsAreKleobisAndBiton,the youths are Kleobis and Biton
tullia,Tullia
victors,victors
abundance,abundance
abundance,Abundance
alexanderTheGreat,Alexander the Great
anahita,Anahita
anahita,Anahita
aphroditeVenus,Aphrodite/Venus
aphroditeVenus,Aphrodite/Venus)
aresMars,Ares/Mars
auroraMythology,Aurora (mythology)
authority,authority
bonaventure,Bonaventure
chastityPersonified,Chastity personified
conquest,conquest
cybele,Cybele
deathPersonified,death (Personified)
deathPersonified,Death (personified)
deathPersonified,Death personified
dionysus,Dionysus
dionysusBacchus,Dionysus/Bacchus
dionysusBacchus,Dionysus/Bacchus
dionysusBacchus,Dionysus/Bacchus
dionysusBacchus,Dionysus/Bacchus
faith,faith
famePersonified,Fame personified
galatea,Galatea
hades,Hades
heavenAndEarth,heaven and earth
helios,Helios
heroes,heroes
inexhaustibleSustenance,inexhaustible sustenance
intuition,intuition
joy,joy
juventas,Juventas
lunaGoddess,Luna (goddess)
marriage,marriage
moonDeities,moon deities
nightPersonified,Night personified
ordination,ordination
prudence,prudence
prudence,Prudence
redemption,redemption
redemption,redemption
rheaMythology,Rhea (mythology)
selene,Selene
shiva,Shiva
shiva,Shiva
skyGods,sky gods
skyGods,sky gods
solomon,Solomon
soma,soma
soma,Soma
sovereignty,sovereignty
ssBarbara,SS Barbara
stBarbara,St. Barbara
stJohn,St. John
stNorbert,St. Norbert
theArchangelCassiel,the archangel Cassiel
theArchangelChamael,the archangel Chamael
theBloodOfChrist,the blood of Christ
theChurch,the Church
theEgo,the ego
theEucharist,the Eucharist
theHolyGrail,the Holy Grail
theLastSupper,the Last Supper
theNewTestament,the New Testament
theSelf,the self
theSelf,the Self
theSourceOfLife,the source of life
theSun,the sun
theSun,the Sun
theWorld,the world
theWorld,the World
thomasAquinas,Thomas Aquinas
thor,Thor
thor,Thor
togethernessUnderHeavenlyRule,togetherness under heavenly rule
triumph,triumph
ushas,Ushas
vayu,Vayu
war,war
wisdom,wisdom
wisdom,Wisdom
zeusJupiter,Zeus/Jupiter
devotion,devotion
devotion,devotion
stability,stability
stability,stability
theEarth,the earth
theEarth,the earth
theEarth,the Earth
theEarth,the Earth
theHeart,the heart
theHeart,the heart
sacrifice,sacrifice
suffering,suffering
suffering,suffering
theFemininePrinciple,the feminine principle
theMuses,the Muses
theWordOfGod,the word of God
theWordOfGod,the Word of God
underworldGods,underworld gods
vampires,vampires
vigilance,vigilance
vigilance,vigilance
vigilance,Vigilance
vigilance,Vigilance
warningOfDanger,warning of danger
winter,Winter
wisdom,wisdom
wisdom,Wisdom
witches,witches
worthlessness,worthlessness
aManBetween80And90YearsOfAge,a man between 80 and 90 years of age
attributesOfObediencePersonified,attributes of Obedience personified
dhenuka,Dhenuka
drewTheChariotOfRavanaWhenHeAbductedSita,drew the chariot of Ravana when he abducted Sita
earlyJewishChristians,early Jewish Christians
excessiveSensitivity,excessive sensitivity
inertPower,inert power
lament,lament
midas,Midas
obstinateStupidity,obstinate stupidity
overcomingFearsAndDoubts,overcoming fears and doubts
sacredToCronosSaturnDionysusBacchusTyphonPriapus,"sacred to Cronos/Saturn, Dionysus/Bacchus, Typhon, Priapus"
sentimentality,sentimentality
setAsTheGodOfEvil,Set as the god of evil
sometimesTheJewsTheSynagogue,"sometimes the Jews, the Synagogue"
spiritualTesting,spiritual testing
steedOfNairittitaKalaratri,"steed of Nairittita, Kalaratri"
stGermanus,St. Germanus
theGentileNations,the Gentile nations
thePoor,the poor
thePowerOfTheChurchToBindAndToLoose,the power of the Church to bind and to loose
trembling,trembling
yourCharmsAreResplendent,your charms are resplendent
aphrodisiac,aphrodisiac
balaam,Balaam
charm,charm
christSEntryIntoJerusalem,Christ’s entry into Jerusalem
cleverness,cleverness
conceit,conceit
contentment,contentment
courage,courage
determination,determination
evil,evil
expulsionOfEvil,expulsion of evil
fear,fear
foolishness,foolishness
greatness,greatness
holiness,holiness
honesty,honesty
horror,horror
humility,humility
humility,humility
humility,Humility
humility,Humility
ignorance,ignorance
inconstancy,inconstancy
inconstancy,Inconstancy
infatuation,infatuation
jealousy,jealousy
judas,Judas
lamentation,lamentation
lechery,lechery
lewdness,lewdness
libra,Libra
lust,lust
lust,Lust
march,March
messengerOfDeath,messenger of death
modesty,modesty
neptunePlanet,Neptune (planet)
nobility,nobility
odin,Odin
patience,patience
patience,patience
patience,Patience
patience,Patience
peace,peace
peace,Peace
power,power
power,Power
pride,pride
pride,pride
pride,Pride
pride,Pride
prudence,prudence
prudence,Prudence
purification,purification
purity,purity
ra,Ra
rebirth,rebirth
revenge,revenge
sacredToZeusJupiter,sacred to Zeus/Jupiter
salvation,salvation
sensuality,sensuality
humility,humility
humility,Humility
immortality,immortality
incorruptibility,incorruptibility
kingship,kingship
lightHeartedness,light heartedness
lightHeartedness,light-heartedness
melancholy,melancholy
melancholy,Melancholy
mentality,mentality
modesty,modesty
neatness,neatness
neptunePlanet,Neptune (planet)
noah,Noah
north,North
penitence,penitence
purification,purification
renunciation,renunciation
renunciationOfTheWorld,renunciation of the world
russia,Russia
samael,Samael
sandalphon,Sandalphon
servitude,servitude
sorrow,sorrow
stFlorian,St. Florian
theArchangelsLumiel,the archangels Lumiel
theEarth,the earth
theEarth,the Earth
theHellesponticSibyl,the Hellespontic sibyl
theMaterialWorld,the material world
theSpiritualNourishmentOfChristAndTheChurch,the spiritual nourishment of Christ and the Church
thunder,thunder
trustworthiness,trustworthiness
understanding,understanding
virgo,Virgo
war,war
zeal,zeal
humbleness,humbleness
aBatWillSwallowTheSunAtTheEndOfTheWorld,a bat will swallow the sun at the end of the world
aDeadSoul,a dead soul
aGirlWhoFallsAsleepUnderAnAlmondTreeAndDreamsOfHerLoverWillWakeUpPregnant,a girl who falls asleep under an almond tree and dreams  of her lover will wake up pregnant
aLoverIsFaithful,a lover is faithful
altarOfSacrifice,altar of sacrifice
authorityOfMind,authority of mind
awakeningWakefulness,"awakening, wakefulness"
breathPersonified,breath (Personified)
crocodile,crocodile
crocodile,Crocodile
cronosSaturn,Cronos/Saturn
deathTransformedIntoLife,death transformed into life
divineApprovalOrFavor,divine approval or favor
divineFavorAndApproval,divine favor and approval
fairyTree,fairy tree
fire,fire
fire,fire
fireFestivals,fire festivals
fortitudeInSorrow,fortitude in sorrow
giddiness,giddiness
hopeOfHeaven,hope of heaven
intersectionOfHeavenAndEarth,intersection of heaven and earth
manSInnerEvilDrivingHimToSin,man’s inner evil driving him to sin
phyllisAndDemophon,Phyllis and Demophon
presenceOfGod,presence of God
