symbol,concept,contexts,types
pentacle,theVirginMary,christian,Simulation
pomegranate,theVirginMary,christian,AttributeSimulation
pureLight,theVoid,buddhist,Simulation
redAndWhiteRosesTogether,theVirginMary,christian,EmblematicSimulation
0,theVoid,buddhist @ taoist,Simulation
roseFlower,theVirginMary,christian,Simulation
s,theWheelOfFortune,generalOrUnknown,AssociationSimulation
sapphire,theVirginMary,christian,EmblematicSimulation
sealedFountain,theVirginMary,christian,Simulation
shell,theVirginMary,christian,RelatednessSimulation
skyBlue,theVoid,generalOrUnknown,Simulation
snowdrop,theVirginMary,christian,EmblematicSimulation
springWater,theVirginMary,christian,Simulation
starOfTheSea,theVirginMary,generalOrUnknown,EmblematicSimulation
strawberry,theVirginMary,christian,AttributeSimulation
sunAndMoonTogether,theVirginMary,christian,AttributeSimulation
tower,theVirginMary,christian,Simulation
twelveStars,the12TribesOfIsrael,jewish,Simulation
femaleBrownEagle,temptation,pawnee,Simulation
flowers,temptation,generalOrUnknown,Simulation
flowers,terraMythology,roman,Simulation
fruit,terraMythology,roman,Simulation
fruitInABasket,temptation,generalOrUnknown,Simulation
goblin,terror,generalOrUnknown,Simulation
gorgon,terror,greek,Simulation
harp,terpsichore,generalOrUnknown,AttributeSimulation
hydra,terror,heraldic,Simulation
ivy,tenacity,generalOrUnknown,Simulation
loversTarot,temptation,generalOrUnknown,Simulation
makara,tenacity,tibetan,Simulation
mammon,temptation,christian,Simulation
nailsHardware,tenacity,generalOrUnknown,Simulation
northernMockingbird,tennessee,generalOrUnknown,Simulation
northernMockingbird,texas,generalOrUnknown,Simulation
nymph,temptation,generalOrUnknown,Simulation
partridge,temptation,christian,Simulation
poppy,thanatos,greek,Simulation
quince,temptation,flowerLanguage,Simulation
scroll,thalia,grecoRoman,AttributeSimulation
serpent,temptation,generalOrUnknown @ jewish,Simulation
sheaf,thanksgiving,generalOrUnknown,EmblematicSimulation
sirenMythology,temptation,generalOrUnknown,Simulation
snare,temptation,generalOrUnknown,Simulation
spider,temptation,generalOrUnknown,Simulation
strawberry,temptation,generalOrUnknown,Simulation
torch,thanatos,greek,Simulation
trumpet,terror,generalOrUnknown,AttributeSimulation
viol,terpsichore,grecoRoman,AttributeSimulation
word,theIntellect,greek,Simulation
zeusJupiter,theKing,grecoRoman,Simulation
weaving,theMoiraeFates,grecoRoman,AssociationSimulation
white,theMoon,alchemic @ generalOrUnknown,AssociationSimulation
whiteBoar,theMoon,japanese,Simulation
willow,theMoon,celtic,AssociationSimulation
woman,theMother,generalOrUnknown,Simulation
womanWithSerpentHair,theMoiraeFates,grecoRoman,AttributeSimulation
aether,theSkyPersonified,generalOrUnknown,Simulation
asAKillerOfReptiles,theSolar,egyptian,Simulation
pontus,theSeaPersonified,greekMythology,Simulation
111,theSky,generalOrUnknown,AssociationSimulation
36,theSky,generalOrUnknown,AssociationSimulation
4,theSeasons,generalOrUnknown,Simulation
6,theSixDaysOfCreation,islamic @ jewish @ sumerian,Simulation
ark,theSea,generalOrUnknown,AssociationSimulation
ashes,theShortnessOfLife,generalOrUnknown,Simulation
asp,theSolar,egyptian,Simulation
aum,theSelf,generalOrUnknown,Simulation
axe,theSolar,egyptian,Simulation
b,theSavior,generalOrUnknown,AssociationSimulation
beetle,theSelf,generalOrUnknown,Simulation
black,theSinister,alchemic,AssociationSimulation
blueRitualCap,theSky,jewish,Simulation
book,theSibyls,generalOrUnknown,AttributeSimulation
camphor,theSenses,generalOrUnknown,Simulation
cerealGrains,theSevenGiftsOfTheHolySpirit,generalOrUnknown,Simulation
chariot,theSelf,generalOrUnknown,Simulation
charioteer,theSelf,hindu,Simulation
chariotTeam,theSenses,buddhist,Simulation
circle,theRoundOfExistence,hindu,Simulation
circle,theSelf,generalOrUnknown,Simulation
circle,theSelfContained,generalOrUnknown,Simulation
city,theSelf,generalOrUnknown,Simulation
clouds,theSky,generalOrUnknown,Simulation
conch,theSea,generalOrUnknown,AssociationSimulation
crab,theSea,generalOrUnknown,EmblematicSimulation
cupWithSevenRings,theSevenHeavens,persian,Simulation
echo,thesisAndAntithesis,generalOrUnknown,Simulation
elephant,theSelf,generalOrUnknown,Simulation
fiveArrowsOfKama,theSenses,hindu,Simulation
harvest,theSilverAge,generalOrUnknown,AssociationSimulation
hexagram,theSixDaysOfCreation,jewish,Simulation
jarWithWaterFlowingFromIt,theSeaPersonified,generalOrUnknown,AttributeSimulation
lambWithSevenEyes,theSevenGiftsOfTheHolySpirit,christian,Simulation
lambWithSevenHorns,theSevenGiftsOfTheHolySpirit,christian,Simulation
leftSide,theSideOfHonor,occidental,Simulation
leftSide,theSinister,generalOrUnknown,AssociationSimulation
liTheHornlessDragon,theScholar,chinese,Simulation
lute,theScholar,chinese,Simulation
oneEye,theSelfContained,generalOrUnknown,Simulation
peacock,theRoyalThrone,babylonian @ persian,AttributeSimulation @ Simulation
peacockThrone,theRoyalThrone,babylonian @ persian,Simulation
pearl,theSavior,persian,Simulation
plow,theSilverAge,generalOrUnknown,AttributeSimulation
rightSide,theSideOfHonor,occidental,Simulation
rosesAndThorns,thesisAndAntithesis,generalOrUnknown,Simulation
sevenDoves,theSevenGiftsOfTheHolySpirit,christian,Simulation
sevenFlames,theSevenGiftsOfTheHolySpirit,christian,Simulation
sevenGrains,theSevenGiftsOfTheHolySpirit,christian,Simulation
sevenLamps,theSevenGiftsOfTheHolySpirit,christian,Simulation
sevenStairsOfTheZiggurat,theSevenHeavens,sumerian,Simulation
sevenStars,theSevenGiftsOfTheHolySpirit,christian,Simulation
sheafOfGrainShownWithAPlough,theSilverAgePersonified,generalOrUnknown,AttributeSimulation
shroud,theseus,generalOrUnknown,AssociationSimulation
sixRayedCross,theSixDaysOfCreation,chaldean @ kabalistic,Simulation
smoke,theShortnessOfLife,generalOrUnknown,Simulation
sunGodLookingOutOfASerpentSJaws,theSky,toltec,Simulation
supremeSwan,theSelf,hindu,Simulation
swordAndSandalsUnderARock,theseus,greek,AssociationSimulation
swordAndSandalUnderARock,theseus,grecoRoman,AssociationSimulation
temperanceTarot,theSeasons,generalOrUnknown,Simulation
turban,theSibyls,generalOrUnknown,AttributeSimulation
upperShell,theSky,taoist,Simulation
withSevenBlooms,theSevenGiftsOfTheHolySpirit,christian,Simulation
womanSower,theSilverAgePersonified,generalOrUnknown,Simulation
word,theSavior,generalOrUnknown,Simulation
garuda,theSky,hindu,Simulation
gemini,thesisAndAntithesis,generalOrUnknown,Simulation
gullBird,theSea,generalOrUnknown,EmblematicSimulation
horse,theSelf,generalOrUnknown,Simulation
lambWithSevenHornsAndSevenEyes,theSevenGiftsOfTheHolySpirit,christian,Simulation
light,theSelf,hindu,Simulation
lightBlue,theSky,generalOrUnknown,AssociationSimulation
menorahSevenBranched,theSevenGiftsOfTheHolySpirit,jewish,Simulation
metal,theSenses,generalOrUnknown,Simulation
mirror,thesisAndAntithesis,generalOrUnknown,Simulation
moon,theSea,generalOrUnknown,AssociationSimulation
phallus,theSelf,generalOrUnknown,Simulation
prayerBeads,theRoundOfExistence,buddhist,Simulation
blue,theSky,alchemic @ amerindian @ generalOrUnknown,AssociationSimulation @ Simulation
roc,theSky,arabian @ persian,Simulation
roseWithThorns,thesisAndAntithesis,generalOrUnknown,Simulation
sevenCircles,theSevenHeavens,generalOrUnknown,Simulation
sevenPointedStar,theSevenGiftsOfTheHolySpirit,christian,Simulation
buffalo,strength,generalOrUnknown,Simulation
bull,strength,hindu,Simulation
bullHorns,strength,heraldic,Simulation
carbuncleStone,strength,generalOrUnknown,Simulation
castle,strength,heraldic,Simulation
cedarOfLebanon,strength,flowerLanguage,Simulation
chains,strength,generalOrUnknown,Simulation
condor,strength,generalOrUnknown,Simulation
copper,strength,generalOrUnknown,Simulation
deathTarot,strength,generalOrUnknown,Simulation
diskWithGoatHorns,strength,egyptian,Simulation
dragon,strength,chinese,Simulation
dragonfly,strength,japanese,Simulation
elephant,strength,baul @ chinese @ generalOrUnknown,Simulation
fess,strengthOfCharacter,heraldic,Simulation
longHairWornByAMan,strength,generalOrUnknown,Simulation
eyeOfHorusIncludesEyebrow,strength,egyptian,Simulation
feather,strength,generalOrUnknown,Simulation
fennel,strength,flowerLanguage,Simulation
fire,strength,generalOrUnknown,Simulation
fort,strength,generalOrUnknown,Simulation
fullMoon,strength,generalOrUnknown,Simulation
gabrielArchangel,strength,generalOrUnknown,AssociationSimulation
garlic,strength,heraldic,Simulation
garnet,strength,generalOrUnknown,Simulation
girdleCincture,strength,generalOrUnknown,Simulation
goldenBough,strength,generalOrUnknown,Simulation
heraclesHercules,strength,grecoRoman,Simulation
ironHand,strength,generalOrUnknown,Simulation
jade,strength,chinese,Simulation
k,strength,generalOrUnknown,AssociationSimulation
lance,strength,hindu,Simulation
legs,strength,heraldic,Simulation
lingam,strength,hindu,Simulation
liver,strength,generalOrUnknown,Simulation
makara,strength,tibetan,Simulation
maniple,strength,christian,Simulation
marrow,strength,generalOrUnknown,Simulation
metal,strength,generalOrUnknown,Simulation
monolith,strength,generalOrUnknown,Simulation
mother,strength,generalOrUnknown,Simulation
myrrh,strength,generalOrUnknown,Simulation
nandi,strength,hindu,Simulation
neck,strength,generalOrUnknown,Simulation
nikeVictoria,strength,grecoRoman,Simulation
oakWreath,strength,generalOrUnknown,Simulation
olive,strength,jewish,Simulation
orangeColor,strength,heraldic,Simulation
pillar,strength,generalOrUnknown,Simulation
plumTree,strength,chinese,Simulation
proboscides,strength,heraldic,Simulation
pyramid,strength,generalOrUnknown,Simulation
ramSheep,strength,generalOrUnknown,Simulation
acorn,strength,generalOrUnknown @ heraldic,Simulation
bear,strength,chinese @ generalOrUnknown @ heraldic @ japanese @ northAmericanIndian,Simulation
bird,strength,african @ maori,Simulation
brass,strength,generalOrUnknown @ middleAges,Simulation
cedar,strength,flowerLanguage @ generalOrUnknown,Simulation
clubBat,strength,celtic @ generalOrUnknown,Simulation
diamondGem,strength,french @ generalOrUnknown,Simulation
eagle,strength,generalOrUnknown @ heraldic,AttributeSimulation @ Simulation
griffin,strength,generalOrUnknown @ grecoRoman,Simulation
hair,strength,generalOrUnknown @ jewish,Simulation
hornsAnimal,strength,generalOrUnknown @ islamic,Simulation
ironMetal,strength,chinese @ generalOrUnknown,Simulation
lion,strength,chinese @ generalOrUnknown @ heraldic @ sumeroSemitic,Simulation
oak,strength,celtic @ generalOrUnknown @ heraldic,Simulation
ox,strength,christian @ generalOrUnknown,Simulation
rightHand,strength,chinese,Simulation
rightSide,strength,chinese,Simulation
rock,strength,christian,Simulation
triangleWithApexDown,theHeart,generalOrUnknown,Simulation
vase,theHeart,egyptian @ generalOrUnknown,Simulation
wind,theHolySpirit,christian,Simulation
wingedWheel,theHolySpirit,christian,Simulation
center,theUnmovedMover,aristotelian,Simulation
cinnamon,theVirginMary,christian,AttributeSimulation
cypressOfZion,theVirginMary,christian,AttributeSimulation
novusOrdoSeclorum,theUnitedStates,generalOrUnknown,Simulation
robertELeeTree,theUnitedStates,generalOrUnknown,Simulation
sealOfThePresidentOfTheUnitedStates,theUnitedStates,generalOrUnknown,Simulation
sealOfTheUnitedStatesSenate,theUnitedStates,generalOrUnknown,Simulation
skullOfYmir,theVaultOfHeaven,icelandic,Simulation
starSpangledBannerFlag,theUnitedStates,generalOrUnknown,Simulation
theStarSpangledBanner,theUnitedStates,generalOrUnknown,Simulation
uncleSam,theUnitedStates,generalOrUnknown,Simulation
unitedStatesNationalMotto,theUnitedStates,generalOrUnknown,Simulation
0,theUniverse,mesopotamian,AssociationSimulation
10,theUniverse,pythagorean,Simulation
5,theUniverse,generalOrUnknown,AssociationSimulation
7,theUniverse,generalOrUnknown,Simulation
africa,theUnknown,generalOrUnknown,Simulation
almond,theVirginMary,christian,AttributeSimulation
almondBlossom,theVirginMary,christian,AttributeSimulation
aM,theVirginMary,christian,AttributeSimulation
americanBison,theUnitedStates,generalOrUnknown,Simulation
aMGPDT,theVirginMary,christian,AttributeSimulation
arkOfTheCovenant,theVirginMary,christian,Simulation
armillary,theUniverse,generalOrUnknown,Simulation
asphodel,theVirginMary,christian,AttributeSimulation
balsam,theVirginMary,christian,EmblematicSimulation
blue,theVirginMary,christian,AttributeSimulation
book,theUniverse,generalOrUnknown,Simulation
bower,theVirginMary,christian,Simulation
bowl,theVirginMary,christian,AttributeSimulation
bramble,theVirginMary,christian,AttributeSimulation
bunchOfKeys,theVirginMary,christian,AttributeSimulation
burningBush,theVirginMary,christian,Simulation
camphor,theVirginMary,christian,AttributeSimulation
carnation,theVirginMary,generalOrUnknown,Simulation
cave,theUniverse,generalOrUnknown,Simulation
china,theUnknown,generalOrUnknown,Simulation
cincture,theVirginMary,christian,AttributeSimulation
circle,theUnmanifest,generalOrUnknown,Simulation
circleRadiatingInAndOut,theUniverse,amerindian,Simulation
clematis,theVirginMary,generalOrUnknown,EmblematicSimulation
clock,theUniverse,generalOrUnknown,Simulation
closedOrTurretedGate,theVirginMary,christian,EmblematicSimulation
cosmicTree,theUniverse,islamic,Simulation
crescentMoon,theVirginMary,christian,Simulation
crocus,theVirginMary,generalOrUnknown,EmblematicSimulation
crownOfStars,theVirginMary,christian,AttributeSimulation
cyclamen,theVirginMary,christian,AttributeSimulation
daisy,theVirginMary,christian,AttributeSimulation
darkness,theUnknown,generalOrUnknown,Simulation
eagleFeatherHeadDress,theUniversalSpirit,northAmericanIndian,Simulation
eagleWithASerpentInItsTalonsOrDevouringIt,theVictoryOfTheSpiritOverSin,generalOrUnknown,Simulation
ellipse,theUniverse,egyptian,Simulation
floweringReedAndWhiteCrown,theUpperKingdomOfEgypt,egyptian,EmblematicSimulation
goldOrWhiteNimbus,theVirginMary,christian,AttributeSimulation
heartPiercedWithSwordSometimesTheHeartHasWings,theVirginMary,christian,Simulation
musk,theVirginMary,christian,AttributeSimulation
northStar,theUnmovedMover,generalOrUnknown,Simulation
palace,theUnmovedMover,generalOrUnknown,Simulation
palmCypressAndOlive,theVirginMary,christian,Simulation
palmOliveAndCypressTogether,theVirginMary,christian,AttributeSimulation
pearlTablet,theUpperAndLowerWaters,islamic,Simulation
penWritingInstrument,theut,egyptian,AttributeSimulation
pitcherWithDishAndTwoFish,theVirginMary,christian,AttributeSimulation
pomegranateOrchard,theVirginMary,christian,AttributeSimulation
prince,theUntarnishedSelf,generalOrUnknown,Simulation
princess,theUntarnishedSelf,generalOrUnknown,Simulation
rodOfJesse,theVirginMary,christian,AttributeSimulation
roseAndLily,theVirginMary,christian,EmblematicSimulation
scepterTippedWithAFleurDeLis,theVirginMary,christian,AttributeSimulation
sealedBook,theVirginMary,christian,Simulation
sealedWell,theVirginMary,christian,Simulation
serpentInAnEagleSTalonsOrTrampledUnderfootByAStag,theVictoryOfTheSpiritOverSin,generalOrUnknown,Simulation
serpentTrampledUnderfootByAStag,theVictoryOfTheSpiritOverSin,generalOrUnknown,Simulation
serpentWithHisTailInHisMouthFormingACircle,theUniverse,norse,Simulation
skullOfTheFirstMan,theVaultOfHeaven,hindu,Simulation
sphere,theVaultOfHeaven,generalOrUnknown,Simulation
spikenardWithSaffronOrCamphor,theVirginMary,christian,EmblematicSimulation
spotlessMirror,theVirginMary,christian,AttributeSimulation
staffWithPen,theut,egyptian,AttributeSimulation
sun,theUniversalSpirit,amerindian,Simulation
twoLotuses,theUpperAndLowerWaters,generalOrUnknown,Simulation
uranusPlanet,theUnmanifest,generalOrUnknown,AssociationSimulation
whiteCrown,theUpperKingdomOfEgypt,egyptian,EmblematicSimulation
womb,theUnmanifest,generalOrUnknown,Simulation
featheredSun,theUniverse,amerindian,Simulation
fivePointedStar,theUnitedStates,generalOrUnknown,Simulation
head,theUniverse,generalOrUnknown,Simulation
inGodWeTrust,theUnitedStates,generalOrUnknown,Simulation
mandala,theUniverse,generalOrUnknown,Simulation
organInstrument,theUniverse,generalOrUnknown,Simulation
phrygianCap,theUnitedStates,generalOrUnknown,Simulation
plumTree,theUniverse,chinese,Simulation
6,theUniverse,buddhist @ chinese,AssociationSimulation @ Simulation
west,theWaningMoon,generalOrUnknown,Simulation
white,theVirginMary,christian,AttributeSimulation
whiteFlower,theVirginMary,christian,AttributeSimulation
whiteRose,theVirginMary,christian,EmblematicSimulation
whiteSwan,theVirginMary,christian,EmblematicSimulation
ace,theMonad,generalOrUnknown,Simulation
threePillars,theMoon,carthaginian @ phoenician,Simulation
0,theMonad,pythagorean,Simulation
1,theMonad,chinese @ pythagorean,Simulation
3,theMoiraeFates,grecoRoman,Simulation
7,theMoon,generalOrUnknown,Simulation
81,theMoon,generalOrUnknown,AssociationSimulation
9,theMoon,generalOrUnknown,AssociationSimulation
antelope,theMoon,generalOrUnknown,AssociationSimulation
ark,theMoon,generalOrUnknown,AssociationSimulation
b,theMoon,generalOrUnknown,AssociationSimulation
bamboo,theMoon,japanese,AssociationSimulation
bayLaurel,theMuses,grecoRoman,AssociationSimulation
bear,theMoon,siberian,AssociationSimulation
black,theMoon,chaldean,EmblematicSimulation
black,theMother,mayan,AssociationSimulation
cancerZodiac,theMoon,generalOrUnknown,AssociationSimulation
cat,theMoon,egyptian,AttributeSimulation
conch,theMoon,generalOrUnknown,AssociationSimulation
coralSeaCoral,theMoon,generalOrUnknown,AssociationSimulation
cow,theMoon,sumerosemitic,AssociationSimulation
crab,theMoon,generalOrUnknown,AssociationSimulation
crescentMoon,theMoonGodSin,sumeroSemitic,AttributeSimulation
crossroads,theMother,generalOrUnknown,Simulation
crystal,theMoon,generalOrUnknown,RelatednessSimulation
cup,theMoon,generalOrUnknown,Simulation
cypress,theMoiraeFates,grecoRoman,AttributeSimulation
dew,theMoon,generalOrUnknown,RelatednessSimulation
egg,theMother,generalOrUnknown,Simulation
entanglement,theMoiraeFates,grecoRoman,AttributeSimulation
eve,theMotherOfAllThings,generalOrUnknown,Simulation
evenNumbers,theMutable,chinese,AssociationSimulation
eyeOfHorusIncludesEyebrow,theMoonAndItsPhases,egyptian,AssociationSimulation
femaleBrownEagle,theMotherOfAllThings,pawnee,AssociationSimulation
germinatingSeed,theMother,generalOrUnknown,Simulation
hare,theMoon,chinese @ egyptian @ khoisan,AssociationSimulation
leftBreast,theMoon,generalOrUnknown,Simulation
leftEye,theMoonAndItsPhases,egyptian,Simulation
linenThread,theMoiraeFates,grecoRoman,AttributeSimulation
lionAndStag,theMomentOfDeath,mithraic,Simulation
moon,theMoonGodSin,sumeroSemitic,EmblematicSimulation
moon,theMutable,generalOrUnknown,Simulation
onAGoldOrWhiteDisk,theMoon,orient,Simulation
roundStones,theMoon,generalOrUnknown,Simulation
seaSnail,theMoonGod,aztecan,Simulation
silverEgg,theMoon,generalOrUnknown,Simulation
silverGray,theMoon,generalOrUnknown,AssociationSimulation
stagAndBull,theMomentOfDeath,mithraic,Simulation
threeHeadedDeity,theMoonGod,slavic,Simulation
threeWomenSpinningThread,theMoiraeFates,grecoRoman,Simulation
treeWith12Suns,theMonths,hindu,Simulation
tripleHeadedGod,theMoonGod,slavic,Simulation
twelvePillars,theMonths,generalOrUnknown,Simulation
vulture,theMotherGoddess,egyptian,Simulation
womanNursingAChild,theMotherGoddess,generalOrUnknown,Simulation
fan,theMoon,generalOrUnknown,Simulation
femaleBrownEagle,theMoon,pawnee,Simulation
frog,theMoon,generalOrUnknown,RelatednessSimulation
furnace,theMother,generalOrUnknown,Simulation
gabrielArchangel,theMoon,generalOrUnknown,AssociationSimulation
harbor,theMother,generalOrUnknown,Simulation
highPriestessTarot,theMother,generalOrUnknown,Simulation
hollowTopography,theMother,generalOrUnknown,Simulation
honey,theMoon,astrological,AssociationSimulation
horse,theMuses,grecoRoman,AttributeSimulation
ivy,theMoon,celtic,AssociationSimulation
knife,theMoon,chinese,EmblematicSimulation
lozengeShapeTheFemininePrinciple,theMother,generalOrUnknown,Simulation
mare,theMother,generalOrUnknown,Simulation
monday,theMoon,generalOrUnknown,AssociationSimulation
moon,theMoiraeFates,grecoRoman,AssociationSimulation
ocean,theMother,generalOrUnknown,Simulation
oliveTree,theMoon,generalOrUnknown,EmblematicSimulation
pearl,theMoon,generalOrUnknown,AssociationSimulation
peony,theMoon,generalOrUnknown,AssociationSimulation
pumpkin,theMoon,generalOrUnknown,RelatednessSimulation
r,theMoon,tarot,AssociationSimulation
2,theMoon,generalOrUnknown @ greek,AssociationSimulation
rabbit,theMoon,aztecan @ chinese,AssociationSimulation
rightSide,theMoon,japanese,AssociationSimulation
roseFlower,theMuses,grecoRoman,EmblematicSimulation
scarab,theMoon,congolese,RelatednessSimulation
scythe,theMoon,generalOrUnknown,RelatednessSimulation
serpent,theMoon,northAmericanIndian,AssociationSimulation
shell,theMoon,generalOrUnknown,RelatednessSimulation
shepherd,theMoon,generalOrUnknown,Simulation
silverColorAndMetal,theMoon,generalOrUnknown,AssociationSimulation
sphere,theMoon,egyptian,Simulation
spider,theMoiraeFates,grecoRoman,AttributeSimulation
spinningThread,theMoiraeFates,grecoRoman,AttributeSimulation
spiral,theMoon,generalOrUnknown,AssociationSimulation
tortoise,theMoon,generalOrUnknown,Simulation
violetHair,theMuses,grecoRoman,Simulation
waterLily,theMoon,generalOrUnknown,AssociationSimulation
calliopeMusic,theCircus,generalOrUnknown,EmblematicSimulation
chancel,theChurchTriumphant,christian,Simulation
clericalcollar,theClergy,generalOrUnknown,Simulation
coatOfArmsOfTheCollectivityOfSaintMartin,theCollectivityOfSaintMartin,generalOrUnknown,Simulation
coatOfArmsOfTheCookIslands,theCookIslands,generalOrUnknown,Simulation
commonwealthDay,theCommonwealthOfNations,generalOrUnknown,Simulation
rope,theConnectionBetweenHeavenAndEarth,bon,Simulation
bird,theCreativePrinciple,shinto,Simulation
deoVindice,theConfederateStates,generalOrUnknown,Simulation
englishInTheCommonwealthOfNations,theCommonwealthOfNations,generalOrUnknown,Simulation
flagOfTheCollectivityOfSaintMartin,theCollectivityOfSaintMartin,generalOrUnknown,Simulation
flagOfTheCommonwealthOfNations,theCommonwealthOfNations,generalOrUnknown,Simulation
flagOfTheComoros,theComoros,generalOrUnknown,Simulation
flagOfTheCookIslands,theCookIslands,generalOrUnknown,Simulation
johnnyReb,theConfederateStates,generalOrUnknown,Simulation
margaretJunkinPreston,theConfederateStates,generalOrUnknown,Simulation
marumaruAtua,theCookIslands,generalOrUnknown,Simulation
nationalSealOfTheComoros,theComoros,generalOrUnknown,Simulation
sealOfTheConfederateStates,theConfederateStates,generalOrUnknown,Simulation
teAtuaMouE,theCookIslands,generalOrUnknown,Simulation
udzimaWaYaMasiwa,theComoros,generalOrUnknown,Simulation
virginiaWashingtonMonument,theConfederateStates,generalOrUnknown,Simulation
1,theCosmos,generalOrUnknown,Simulation
10,theCosmos,generalOrUnknown,AssociationSimulation
3,theCosmos,egyptian,Simulation
40,theChurchMilitant,christian,Simulation
agave,theCosmicTree,mexicanIndian,Simulation
attic,theConscious,generalOrUnknown,Simulation
birch,theCosmicTree,uralAltaic,Simulation
breastplateInTheMiddleOfTheEphod,theCosmicCenter,jewish,Simulation
center,theConnectionBetweenHeavenAndEarth,generalOrUnknown,Simulation
christmasTree,theCosmicTree,generalOrUnknown,Simulation
circleWithinASquare,theCosmicCenter,amerindian,Simulation
cross,theConnectionBetweenHeavenAndEarth,generalOrUnknown,Simulation
cross,theCosmicTree,amerindian,Simulation
elephant,theCircus,generalOrUnknown,AssociationSimulation
erinyesFuries,theConscience,grecoRoman,Simulation
fineLinen,theChurchTriumphant,christian,AssociationSimulation
fountainInASquareCloisterCourtyardWalledGarden,theCosmicCenter,generalOrUnknown,Simulation
front,theConscious,generalOrUnknown,Simulation
gazelle,theContemplativeLife,generalOrUnknown,Simulation
grove,theCosmos,generalOrUnknown,Simulation
groveOfTrees,theCosmos,generalOrUnknown,Simulation
heartsPlayingCards,theClergy,generalOrUnknown,AssociationSimulation
maceWeapon,theCreativeWord,egyptian,Simulation
maleAndFemaleGnomesTogether,theConjunctionOfOpposites,generalOrUnknown,Simulation
mother,theCollectiveUnconscious,generalOrUnknown,Simulation
mouth,theCreativeWord,generalOrUnknown,Simulation
negro,theCollectiveUnconscious,generalOrUnknown,Simulation
ocean,theCollectiveUnconscious,generalOrUnknown,Simulation
oSweetSaintMartinSLand,theCollectivityOfSaintMartin,generalOrUnknown,Simulation
police,theConscience,generalOrUnknown,Simulation
processionalCross,theChurchMilitant,christian,Simulation
rachel,theContemplativeLife,jewish,Simulation
roundTent,theCosmos,generalOrUnknown,Simulation
sealAnimal,theCircus,generalOrUnknown,Simulation
sexualIntercourse,theConjunctionOfOpposites,generalOrUnknown,Simulation
twoFish,theCreativePrinciple,egyptian,Simulation
wound,theConscience,generalOrUnknown,Simulation
father,theConscious,generalOrUnknown,Simulation
floweringRod,theCosmicTree,generalOrUnknown,Simulation
garden,theConscious,generalOrUnknown,Simulation
island,theConscious,generalOrUnknown,Simulation
jesusChrist,theChurch,generalOrUnknown,Simulation
key,theChurch,christian,AttributeSimulation
ladder,theConnectionBetweenHeavenAndEarth,generalOrUnknown,Simulation
man,theConscious,generalOrUnknown,Simulation
mast,theConnectionBetweenHeavenAndEarth,generalOrUnknown,Simulation
matron,theChurch,generalOrUnknown,Simulation
menorahSevenBranched,theChurch,jewish,Simulation
milk,theChurch,christian,Simulation
mill,theChurch,christian,Simulation
moorings,theChurch,christian,Simulation
mother,theChurch,christian,Simulation
mustardPlant,theChurch,generalOrUnknown,Simulation
net,theChurch,christian,Simulation
noahSArk,theChurch,generalOrUnknown,Simulation
o,theCosmos,generalOrUnknown,AssociationSimulation
olive,theChurch,christian,Simulation
partridge,theChurch,christian,Simulation
pillar,theConnectionBetweenHeavenAndEarth,generalOrUnknown,Simulation
pomegranate,theChurch,christian,Simulation
priest,theChurch,generalOrUnknown,EmblematicSimulation
reflectionInALake,theConscious,generalOrUnknown,Simulation
reynardTheFox,theChurch,european,Simulation
rightHand,theConscious,generalOrUnknown,AssociationSimulation
rightSide,theConscious,generalOrUnknown,AssociationSimulation
rock,theChurch,christian,Simulation
sailboat,theChurch,christian,Simulation
scepter,theConnectionBetweenHeavenAndEarth,generalOrUnknown,Simulation
shield,theChurch,generalOrUnknown,AttributeSimulation
ship,theChurch,christian,Simulation
stupa,theCosmos,buddhist,Simulation
tabernacle,theCosmos,jewish,Simulation
templeOnAMountain,theChurch,christian,Simulation
tree,theChurch,christian,Simulation
vineyard,theChurch,christian,Simulation
wheel,theCosmos,buddhist,Simulation
willow,theCosmicTree,akkadian,Simulation
wind,transience,generalOrUnknown,Simulation
singleArch,theSky,generalOrUnknown,AssociationSimulation
snail,theSelf,generalOrUnknown,Simulation
stairs,theSevenHeavens,buddhist,Simulation
swastika,theRoundOfExistence,buddhist,Simulation
tierraDelFuegan,theRisingSun,generalOrUnknown,AssociationSimulation
tierraDelFuegan,theSky,generalOrUnknown,AssociationSimulation
trident,theSea,generalOrUnknown,Simulation
turquoise,theSky,amerindian @ aztecan,AssociationSimulation @ Simulation
wheel,theRoundOfExistence,buddhist,Simulation
willow,theRisingSun,generalOrUnknown,EmblematicSimulation
wingedCircle,theRisingSun,egyptian,Simulation
worldTarot,theSenses,generalOrUnknown,Simulation
youngMan,theRisingSun,generalOrUnknown,Simulation
zither,theCosmos,generalOrUnknown,Simulation
tabernacle,theBody,generalOrUnknown,Simulation
turquoise,theBreathOfLife,amerindian,Simulation
verticalAxis,theCelestial,generalOrUnknown,Simulation
weaving,theBreathOfLife,hindu,Simulation
wheat,theBodyOfChrist,christian,Simulation
worldTarot,theBody,generalOrUnknown,Simulation
armorialOfVenezuela,venezuela,generalOrUnknown,Simulation
charlotteWhale,vermont,generalOrUnknown,Simulation
coatOfArmsOfVenezuela,venezuela,generalOrUnknown,Simulation
coatOfArmsOfVermont,vermont,generalOrUnknown,Simulation
bannerStirringInTheBreeze,vayu,hindu,AttributeSimulation
